Observation id	Observation date	Description	Media file	Total length	FPS	Subject	Behavior	Behavioral category	Modifiers	Behavior type	Start (s)	Stop (s)	Duration (s)	Comment start	Comment stop
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Both	STATE	8.800	10.300	1.500		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Initiating	STATE	10.540	13.880	3.340		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Initiating	STATE	25.180	32.800	7.620		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Initiating	STATE	33.880	36.140	2.260		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	grooming	Affiliative	Grooming self	STATE	48.280	59.400	11.120		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Initiating	STATE	97.880	99.580	1.700		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Initiating	STATE	103.480	106.520	3.040		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Receiving	STATE	106.860	108.500	1.640		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Initiating	STATE	110.980	114.220	3.240		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Initiating	STATE	120.600	126.440	5.840		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Initiating	STATE	136.260	139.520	3.260		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	grooming	Affiliative	Grooming self	STATE	140.560	142.820	2.260		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Initiating	STATE	164.200	167.280	3.080		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	lunge or bite	Aggressive		POINT	167.060	167.060	NA		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Initiating	STATE	170.340	178.780	8.440		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Initiating	STATE	186.440	191.240	4.800		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Initiating	STATE	191.880	198.820	6.940		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Initiating	STATE	200.340	202.000	1.660		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Initiating	STATE	217.360	220.660	3.300		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Initiating	STATE	225.060	228.880	3.820		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Initiating	STATE	236.660	241.520	4.860		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Initiating	STATE	246.800	249.060	2.260		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Both	STATE	256.000	259.700	3.700		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Initiating	STATE	265.220	272.420	7.200		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	contact investigation	Affiliative	Initiating	STATE	272.420	276.680	4.260		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Initiating	STATE	281.300	285.680	4.380		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	grooming	Affiliative	Grooming self	STATE	287.920	289.380	1.460		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	grooming	Affiliative	Grooming self	STATE	290.560	306.460	15.900		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	grooming	Affiliative	Grooming self	STATE	309.320	328.780	19.460		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Receiving	STATE	327.920	330.900	2.980		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Initiating	STATE	333.520	346.460	12.940		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Initiating	STATE	347.560	349.360	1.800		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Initiating	STATE	357.900	358.980	1.080		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Initiating	STATE	379.000	380.780	1.780		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Initiating	STATE	381.180	383.120	1.940		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	contact investigation	Affiliative	Initiating	STATE	384.760	393.880	9.120		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Initiating	STATE	394.100	398.120	4.020		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Initiating	STATE	399.880	408.560	8.680		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	contact investigation	Affiliative	Initiating	STATE	408.560	410.860	2.300		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	mount	Affiliative		POINT	410.860	410.860	NA		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	intromission	Affiliative		POINT	411.120	411.120	NA		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	contact investigation	Affiliative	Initiating	STATE	414.280	417.380	3.100		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Receiving	STATE	442.480	445.040	2.560		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Initiating	STATE	450.980	456.560	5.580		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Initiating	STATE	457.320	462.080	4.760		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Initiating	STATE	462.500	464.320	1.820		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Both	STATE	464.760	465.880	1.120		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Initiating	STATE	466.520	479.260	12.740		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Both	STATE	500.520	503.160	2.640		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Initiating	STATE	504.660	508.440	3.780		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	contact investigation	Affiliative	Initiating	STATE	508.440	513.660	5.220		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Initiating	STATE	526.620	530.060	3.440		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	contact investigation	Affiliative	Initiating	STATE	530.060	537.440	7.380		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Initiating	STATE	548.500	554.460	5.960		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Initiating	STATE	554.940	557.620	2.680		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Initiating	STATE	563.340	569.120	5.780		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	contact investigation	Affiliative	Initiating	STATE	569.120	573.740	4.620		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	mount	Affiliative		POINT	573.740	573.740	NA		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	intromission	Affiliative		POINT	576.020	576.020	NA		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	intromission	Affiliative		POINT	578.420	578.420	NA		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	intromission	Affiliative		POINT	581.721	581.721	NA		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	ejaculation	Affiliative		POINT	582.645	582.645	NA		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	grooming	Affiliative	Grooming self	STATE	584.970	586.620	1.650		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	lunge or bite	Aggressive		POINT	586.586	586.586	NA		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Initiating	STATE	588.061	591.861	3.800		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	noncontact investigation	Investigation	Initiating	STATE	597.301	602.200	4.899		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	mount	Affiliative		POINT	602.200	602.200	NA		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	intromission	Affiliative		POINT	604.076	604.076	NA		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	intromission	Affiliative		POINT	606.526	606.526	NA		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	intromission	Affiliative		POINT	608.601	608.601	NA		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	intromission	Affiliative		POINT	610.976	610.976	NA		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	intromission	Affiliative		POINT	613.475	613.475	NA		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	intromission	Affiliative		POINT	616.376	616.376	NA		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	intromission	Affiliative		POINT	618.925	618.925	NA		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	intromission	Affiliative		POINT	621.700	621.700	NA		
5546_1215_135620	2022-12-26 20:58:00	First hour of cohousing	C:/miniscopeData/5546/2022_12_15/13_56_20_record/12152022_cohabitation_5546/cleversys/mergedVideo_minicam1.avi	3379.440	50.0	No focal subject	intromission	Affiliative		POINT	624.501	624.501	NA		
